TrainNumber,RailwayOperator,OriginStation,DestinationStation,DepartureTime,ArrivalTime,Duration,Status,TicketPrice,TrainType,PlatformNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
TR0156,Via Rail,Montreal Central,Calgary Station,2023-03-27 01:52:00,2023-03-27 09:52:00,8:00:00,Cancelled,24.58,High-Speed,P2,E,172,262,Clear,11
TR0157,Indian Railways,Chennai Central,Howrah,2023-10-27 04:12:00,2023-10-27 12:12:00,8:00:00,Delayed,273.47,High-Speed,P9,E,166,68,Snow,16
TR0158,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-03-06 10:13:00,2023-03-06 19:13:00,9:00:00,Delayed,39.4,Passenger,P8,A,476,168,Fog,14
TR0159,Via Rail,Ottawa Station,Calgary Station,2023-10-15 00:16:00,2023-10-15 10:16:00,10:00:00,On Time,178.01,Metro,P20,C,75,191,Rain,19
TR0160,JR Central,Tokyo Station,Hiroshima Station,2023-09-30 11:51:00,2023-09-30 21:51:00,10:00:00,On Time,188.34,Metro,P18,A,493,311,Fog,20
TR0161,JR Central,Kyoto Station,Nagoya Station,2023-04-30 16:03:00,2023-04-30 18:03:00,2:00:00,On Time,143.1,Metro,P3,D,293,5,Rain,4
TR0162,Indian Railways,Chennai Central,Bangalore City,2023-02-24 00:52:00,2023-02-24 11:52:00,11:00:00,On Time,466.98,High-Speed,P20,C,312,122,Clear,8
TR0163,JR East,Kyoto Station,Nagoya Station,2023-09-14 23:43:00,2023-09-15 08:43:00,9:00:00,Delayed,244.58,High-Speed,P2,D,300,222,Snow,15
TR0164,Indian Railways,Chennai Central,Bangalore City,2023-01-21 14:00:00,2023-01-22 02:00:00,12:00:00,Delayed,182.71,Intercity,P2,E,440,532,Rain,4
TR0165,Amtrak,Los Angeles Union,San Francisco 4th,2023-10-08 06:55:00,2023-10-08 16:55:00,10:00:00,On Time,16.0,Intercity,P3,C,242,466,Clear,17
TR0166,Via Rail,Vancouver Pacific,Montreal Central,2023-10-04 09:48:00,2023-10-04 18:48:00,9:00:00,On Time,434.74,Metro,P18,D,167,444,Snow,17
TR0167,Indian Railways,Delhi Junction,Chennai Central,2023-09-29 06:17:00,2023-09-29 14:17:00,8:00:00,Cancelled,18.31,Intercity,P17,C,209,390,Snow,17
TR0168,Indian Railways,Howrah,Bangalore City,2023-09-04 09:55:00,2023-09-04 14:55:00,5:00:00,Cancelled,432.89,Passenger,P7,E,62,473,Snow,5
TR0169,Amtrak,New York Penn,Los Angeles Union,2023-01-09 16:50:00,2023-01-09 17:50:00,1:00:00,On Time,237.68,Freight,P17,E,126,407,Storm,13
TR0170,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-04-24 15:04:00,2023-04-24 20:04:00,5:00:00,Cancelled,120.78,Freight,P7,C,396,41,Snow,7
TR0171,JR Central,Hiroshima Station,Nagoya Station,2023-01-09 02:09:00,2023-01-09 04:09:00,2:00:00,Delayed,95.96,Intercity,P18,D,431,438,Snow,2
TR0172,Indian Railways,Bangalore City,Delhi Junction,2023-03-31 15:47:00,2023-03-31 16:47:00,1:00:00,On Time,336.47,Passenger,P12,C,497,469,Fog,4
TR0173,Via Rail,Vancouver Pacific,Toronto Union,2023-06-03 18:23:00,2023-06-04 04:23:00,10:00:00,Delayed,64.32,Passenger,P13,D,257,507,Clear,3
TR0174,JR East,Tokyo Station,Hiroshima Station,2023-10-07 08:01:00,2023-10-07 19:01:00,11:00:00,Delayed,144.33,High-Speed,P9,A,316,85,Snow,11
TR0175,Amtrak,Boston South,New York Penn,2023-05-14 12:58:00,2023-05-14 20:58:00,8:00:00,Delayed,336.1,Freight,P19,C,100,501,Fog,3
TR0176,Via Rail,Vancouver Pacific,Calgary Station,2023-03-26 05:46:00,2023-03-26 10:46:00,5:00:00,Cancelled,318.54,Freight,P1,C,393,210,Clear,4
TR0177,Via Rail,Ottawa Station,Montreal Central,2023-05-27 14:55:00,2023-05-27 23:55:00,9:00:00,On Time,466.51,Intercity,P2,A,301,487,Fog,10
TR0178,Indian Railways,Mumbai CST,Howrah,2023-09-07 17:20:00,2023-09-08 05:20:00,12:00:00,Delayed,36.6,Metro,P19,E,436,384,Rain,13
TR0179,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-11-16 02:54:00,2023-11-16 06:54:00,4:00:00,Cancelled,189.56,Freight,P15,D,446,550,Storm,9
TR0180,Via Rail,Calgary Station,Vancouver Pacific,2023-03-11 07:14:00,2023-03-11 14:14:00,7:00:00,Delayed,297.07,Metro,P11,E,75,443,Clear,11
TR0181,Via Rail,Toronto Union,Calgary Station,invalid_date,2023-08-08 05:19:00,4:00:00,On Time,425.92,High-Speed,P13,B,103,149,Snow,14
TR0182,Amtrak,San Francisco 4th,New York Penn,2023-06-11 10:11:00,2023-06-11 22:11:00,12:00:00,On Time,302.19,High-Speed,P4,D,367,431,Fog,20
TR0183,Via Rail,Vancouver Pacific,Ottawa Station,2023-07-18 15:35:00,2023-07-18 16:35:00,1:00:00,Cancelled,126.56,Freight,P14,A,109,159,Rain,5
TR0184,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-05-07 05:06:00,2023-05-07 07:06:00,2:00:00,On Time,166.16,Freight,P7,A,153,87,Rain,11
TR0185,Amtrak,San Francisco 4th,Chicago Union,2023-11-02 11:02:00,2023-11-02 16:02:00,5:00:00,On Time,181.23,Passenger,P1,D,349,281,Storm,9
TR0186,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-01-12 20:13:00,2023-01-12 21:13:00,1:00:00,Delayed,444.87,Freight,P18,D,451,126,Fog,17
TR0187,Deutsche Bahn,Cologne Hbf,Munich Hbf,invalid_date,2023-07-24 03:19:00,12:00:00,On Time,292.43,Freight,P15,E,257,468,Snow,16
TR0188,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-08-31 05:58:00,2023-08-31 14:58:00,9:00:00,On Time,25.99,Passenger,P20,D,368,440,Clear,16
TR0189,Indian Railways,Howrah,Mumbai CST,2023-12-28 03:32:00,2023-12-28 13:32:00,10:00:00,Cancelled,202.37,Intercity,P3,B,101,527,Storm,14
TR0190,Indian Railways,Bangalore City,Mumbai CST,2023-04-23 15:58:00,2023-04-23 23:58:00,8:00:00,Cancelled,193.77,Freight,P11,D,52,289,Fog,7
TR0191,Indian Railways,Bangalore City,Delhi Junction,2023-04-01 23:15:00,2023-04-02 06:15:00,7:00:00,Cancelled,55.59,Passenger,P7,A,283,425,Storm,4
TR0192,Via Rail,Vancouver Pacific,Montreal Central,2023-09-11 06:14:00,2023-09-11 10:14:00,4:00:00,Delayed,112.25,Metro,P11,C,259,151,Fog,10
TR0193,Amtrak,San Francisco 4th,Chicago Union,2023-02-23 06:12:00,2023-02-23 18:12:00,12:00:00,Delayed,100.99,Freight,P19,A,207,66,Fog,19
TR0194,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-10-09 19:57:00,2023-10-09 22:57:00,3:00:00,Cancelled,22.51,Intercity,P1,D,188,442,Clear,5
TR0195,Amtrak,Boston South,New York Penn,2023-07-18 11:22:00,2023-07-18 22:22:00,11:00:00,Cancelled,228.24,Freight,P1,D,469,438,Rain,8
TR0196,JR Central,Osaka Station,Hiroshima Station,2023-04-24 00:19:00,2023-04-24 07:19:00,7:00:00,Delayed,153.73,Passenger,P8,A,102,327,Storm,14
TR0197,JR East,Kyoto Station,Hiroshima Station,2023-06-09 17:02:00,2023-06-10 03:02:00,10:00:00,On Time,248.73,Metro,P20,B,423,546,Clear,12
TR0198,Indian Railways,Delhi Junction,Howrah,2023-12-09 05:01:00,2023-12-09 09:01:00,4:00:00,On Time,31.7,High-Speed,P1,A,369,338,Rain,9
TR0199,Amtrak,Boston South,Los Angeles Union,2023-10-24 19:34:00,2023-10-24 22:34:00,3:00:00,Delayed,438.8,Metro,P14,E,189,538,Clear,3
TR0200,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-04-26 06:37:00,2023-04-26 09:37:00,3:00:00,Cancelled,146.15,High-Speed,P15,A,456,131,Rain,4
TR0201,JR Central,Kyoto Station,Nagoya Station,2023-05-08 22:31:00,2023-05-09 03:31:00,5:00:00,Delayed,284.14,Freight,P1,E,246,277,Storm,8
TR0202,JR East,Nagoya Station,Osaka Station,2023-06-05 11:17:00,2023-06-05 18:17:00,7:00:00,Delayed,80.19,High-Speed,P9,E,149,69,Rain,6
TR0203,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-05-23 12:32:00,2023-05-23 13:32:00,1:00:00,Delayed,161.24,High-Speed,P3,B,192,371,Rain,9
TR0204,Amtrak,,Boston South,2023-10-06 06:56:00,2023-10-06 17:56:00,11:00:00,On Time,257.56,Metro,P20,B,105,180,Clear,9
TR0205,Amtrak,Los Angeles Union,Chicago Union,2023-06-18 11:26:00,2023-06-18 15:26:00,4:00:00,Cancelled,407.63,Metro,P8,A,452,66,Snow,13
TR0206,Amtrak,New York Penn,San Francisco 4th,2023-02-15 03:53:00,2023-02-15 15:53:00,12:00:00,On Time,475.83,Metro,P17,A,459,546,Fog,3
TR0207,JR East,Nagoya Station,Osaka Station,2023-07-30 04:02:00,2023-07-30 06:02:00,2:00:00,On Time,98.03,Intercity,P20,C,329,379,Storm,4
TR0208,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-04-22 13:32:00,2023-04-22 17:32:00,4:00:00,Delayed,159.86,Metro,P13,B,217,131,Storm,11
TR0209,Via Rail,Calgary Station,Toronto Union,2023-06-03 14:59:00,2023-06-03 16:59:00,2:00:00,Delayed,167.43,Passenger,P14,B,91,73,Snow,15
TR0210,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-01-02 00:00:00,2023-01-02 01:00:00,1:00:00,Cancelled,175.47,Intercity,P1,D,479,441,Rain,9
TR0211,Amtrak,New York Penn,San Francisco 4th,2023-04-17 05:23:00,2023-04-17 06:23:00,1:00:00,On Time,99.28,Passenger,P14,C,424,152,Fog,20
TR0212,JR East,Hiroshima Station,Tokyo Station,2023-06-10 19:07:00,2023-06-11 04:07:00,9:00:00,Delayed,200.68,High-Speed,P16,C,89,92,Clear,14
TR0213,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-05-23 09:51:00,2023-05-23 19:51:00,10:00:00,On Time,479.44,Freight,P8,C,474,234,Clear,20
TR0214,JR Central,Osaka Station,Nagoya Station,2023-04-17 15:46:00,2023-04-17 18:46:00,3:00:00,Cancelled,158.89,High-Speed,P4,A,211,10,Clear,20
TR0215,Indian Railways,Delhi Junction,Howrah,2023-02-15 17:50:00,,3:00:00,On Time,202.4,Intercity,P3,A,121,488,Clear,2
TR0216,Amtrak,Los Angeles Union,Boston South,2023-05-03 08:33:00,2023-05-03 10:33:00,2:00:00,Delayed,341.94,Intercity,P11,E,469,172,Fog,7
TR0217,Amtrak,Boston South,New York Penn,2023-06-11 11:46:00,2023-06-11 14:46:00,3:00:00,On Time,279.59,Passenger,P2,A,132,346,Snow,4
TR0218,Via Rail,Vancouver Pacific,Ottawa Station,2023-05-24 10:45:00,2023-05-24 12:45:00,2:00:00,Cancelled,42.64,Freight,P8,B,252,266,Storm,2
TR0219,Amtrak,Chicago Union,Los Angeles Union,2023-08-02 15:11:00,2023-08-02 18:11:00,3:00:00,Cancelled,65.31,High-Speed,P9,A,84,285,Rain,13
TR0220,JR Central,Kyoto Station,Tokyo Station,2023-03-06 01:44:00,2023-03-06 06:44:00,5:00:00,On Time,234.5,Freight,P18,D,109,27,Storm,15
TR0221,Via Rail,Toronto Union,Montreal Central,2023-09-08 19:03:00,2023-09-08 22:03:00,3:00:00,Cancelled,431.77,High-Speed,P15,A,253,289,Rain,3
TR0222,Via Rail,Vancouver Pacific,Calgary Station,2023-07-10 22:15:00,2023-07-11 03:15:00,5:00:00,Delayed,31.83,Intercity,P16,B,242,342,Rain,19
TR0223,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-03-03 00:17:00,2023-03-03 09:17:00,9:00:00,On Time,27.76,High-Speed,P16,A,80,400,Clear,4
TR0224,Via Rail,Calgary Station,Ottawa Station,2023-11-19 07:49:00,2023-11-19 16:49:00,9:00:00,On Time,467.78,Metro,P3,A,308,248,Clear,8
TR0225,Amtrak,New York Penn,Los Angeles Union,2023-10-06 12:27:00,2023-10-07 00:27:00,12:00:00,Delayed,363.98,Intercity,P3,A,425,30,Storm,18
TR0226,Via Rail,Toronto Union,Montreal Central,2023-07-05 08:11:00,2023-07-05 16:11:00,8:00:00,On Time,459.87,Passenger,P7,D,107,4,Fog,16
TR0227,Via Rail,Montreal Central,Vancouver Pacific,2023-10-02 02:49:00,2023-10-02 13:49:00,11:00:00,Delayed,192.09,Intercity,P5,D,388,538,Rain,12
TR0228,Amtrak,New York Penn,Boston South,2023-06-01 01:19:00,2023-06-01 13:19:00,12:00:00,Delayed,289.71,Intercity,P1,E,318,148,Fog,8
TR0229,Amtrak,San Francisco 4th,Boston South,2023-08-23 05:45:00,2023-08-23 15:45:00,10:00:00,Cancelled,103.39,Intercity,P11,C,401,130,Storm,6
TR0230,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-01-18 01:20:00,2023-01-18 06:20:00,5:00:00,Cancelled,82.0,Intercity,P1,B,139,323,Storm,14
TR0231,Via Rail,Vancouver Pacific,Ottawa Station,2023-07-19 15:35:00,2023-07-20 03:35:00,12:00:00,Cancelled,87.57,Metro,P10,B,277,293,Storm,4
TR0232,Via Rail,Ottawa Station,Calgary Station,2023-07-25 20:26:00,2023-07-26 07:26:00,11:00:00,On Time,412.59,Freight,P6,B,325,341,Fog,13
TR0233,JR Central,Tokyo Station,Kyoto Station,2023-10-01 20:57:00,2023-10-01 23:57:00,3:00:00,On Time,498.1,Intercity,P18,C,207,111,Clear,3
TR0234,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,,2023-06-18 04:49:00,6:00:00,Delayed,469.35,Intercity,P16,E,69,441,Clear,19
TR0235,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-10-20 08:27:00,2023-10-20 19:27:00,11:00:00,Cancelled,20.25,Intercity,P3,A,381,216,Rain,20
TR0236,Via Rail,Calgary Station,Montreal Central,2023-08-30 22:20:00,2023-08-31 00:20:00,2:00:00,Cancelled,217.68,Passenger,P19,B,149,185,Rain,2
TR0237,Indian Railways,Howrah,Delhi Junction,2023-09-13 21:31:00,2023-09-14 07:31:00,10:00:00,Delayed,131.47,High-Speed,P4,B,160,406,Fog,18
TR0238,Via Rail,Vancouver Pacific,Montreal Central,2023-11-24 23:25:00,2023-11-25 02:25:00,3:00:00,Delayed,83.65,Metro,P9,A,265,200,Clear,14
TR0239,JR Central,Kyoto Station,Osaka Station,2023-01-10 19:12:00,2023-01-11 01:12:00,6:00:00,Cancelled,467.04,Passenger,P1,B,260,360,Fog,8
TR0240,Via Rail,Toronto Union,Vancouver Pacific,2023-03-29 01:30:00,2023-03-29 12:30:00,11:00:00,Delayed,384.76,Intercity,P1,C,179,386,Rain,15
TR0241,JR Central,Kyoto Station,Nagoya Station,2023-09-13 08:10:00,2023-09-13 09:10:00,1:00:00,Cancelled,187.3,Freight,P10,E,459,139,Storm,15
TR0242,Indian Railways,Bangalore City,Howrah,2023-11-16 02:12:00,2023-11-16 14:12:00,12:00:00,Delayed,364.94,Freight,P20,D,226,308,Clear,11
TR0243,Via Rail,Vancouver Pacific,Ottawa Station,2023-10-19 17:43:00,2023-10-19 20:43:00,3:00:00,Delayed,162.74,Metro,P1,E,409,74,Fog,2
TR0244,Via Rail,Montreal Central,Calgary Station,2023-11-24 02:49:00,2023-11-24 12:49:00,10:00:00,Cancelled,150.23,Intercity,P2,C,415,510,Snow,18
TR0245,Via Rail,Calgary Station,Montreal Central,2023-01-15 18:55:00,2023-01-15 20:55:00,2:00:00,Cancelled,354.21,High-Speed,P9,E,117,429,Rain,18
TR0246,Indian Railways,Mumbai CST,Chennai Central,2023-02-03 12:56:00,2023-02-03 21:56:00,9:00:00,On Time,403.04,Metro,P16,C,51,519,Clear,12
TR0247,Via Rail,Ottawa Station,Montreal Central,2023-02-23 01:07:00,2023-02-23 04:07:00,3:00:00,Delayed,189.28,Metro,P17,E,325,274,Rain,13
TR0248,JR East,Kyoto Station,Tokyo Station,invalid_date,2023-10-09 12:21:00,12:00:00,On Time,385.89,Intercity,P14,A,112,449,Snow,2
TR0249,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-12-29 02:12:00,2023-12-29 07:12:00,5:00:00,On Time,230.4,Passenger,P5,E,498,478,Storm,6
TR0250,Indian Railways,Mumbai CST,Bangalore City,2023-10-22 15:35:00,2023-10-22 21:35:00,6:00:00,Delayed,88.71,Passenger,P6,D,439,11,Storm,19
TR0251,JR Central,Kyoto Station,Osaka Station,2023-04-19 02:24:00,2023-04-19 12:24:00,10:00:00,Delayed,266.41,Metro,P8,E,117,363,Storm,4
TR0252,Via Rail,Vancouver Pacific,Toronto Union,2023-07-21 15:36:00,2023-07-21 23:36:00,8:00:00,On Time,73.18,Freight,P6,C,64,7,Fog,10
TR0253,Via Rail,Calgary Station,Vancouver Pacific,2023-10-25 18:46:00,2023-10-25 20:46:00,2:00:00,On Time,101.79,Freight,P5,C,399,72,Fog,15
TR0254,Via Rail,Montreal Central,Calgary Station,2023-12-15 20:28:00,2023-12-16 00:28:00,4:00:00,On Time,484.56,High-Speed,P12,E,126,66,Rain,7
TR0255,Via Rail,Vancouver Pacific,Calgary Station,2023-04-15 10:04:00,2023-04-15 20:04:00,10:00:00,Cancelled,262.91,Metro,P13,B,113,338,Rain,2
TR0256,Via Rail,Ottawa Station,Toronto Union,2023-02-01 20:48:00,2023-02-02 06:48:00,10:00:00,Delayed,198.02,Passenger,P18,A,410,270,Storm,15
TR0257,Via Rail,Ottawa Station,Toronto Union,2023-06-08 15:27:00,2023-06-09 01:27:00,10:00:00,Cancelled,237.43,Metro,P1,B,401,192,Fog,8
TR0258,Via Rail,Calgary Station,Toronto Union,2023-08-10 07:30:00,2023-08-10 09:30:00,2:00:00,On Time,432.19,Metro,P20,C,52,181,Rain,18
TR0259,Indian Railways,Mumbai CST,,2023-05-24 15:40:00,2023-05-24 23:40:00,8:00:00,On Time,336.15,Metro,P8,B,366,33,Storm,10
TR0260,Indian Railways,Bangalore City,Delhi Junction,2023-02-03 18:39:00,2023-02-04 03:39:00,9:00:00,Delayed,298.8,Passenger,P11,A,97,538,Fog,2
TR0261,Via Rail,Montreal Central,Toronto Union,2023-10-29 04:02:00,2023-10-29 13:02:00,9:00:00,Delayed,437.29,Intercity,P13,A,223,145,Fog,13
TR0262,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-11-14 15:29:00,2023-11-14 19:29:00,4:00:00,Cancelled,495.09,Passenger,P5,A,60,281,Fog,10
TR0263,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-04-21 22:42:00,2023-04-22 01:42:00,3:00:00,Delayed,444.45,High-Speed,P15,E,194,484,Rain,14
TR0264,Indian Railways,Bangalore City,Howrah,2023-05-17 06:31:00,2023-05-17 08:31:00,2:00:00,Delayed,473.07,Passenger,P9,B,287,186,Fog,10
TR0265,Via Rail,Ottawa Station,Toronto Union,2023-03-18 16:25:00,2023-03-19 04:25:00,12:00:00,Cancelled,241.42,Freight,P1,E,252,432,Clear,10
TR0266,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-01-29 12:34:00,2023-01-29 23:34:00,11:00:00,Cancelled,18.98,Freight,P12,B,290,222,Fog,14
TR0267,Via Rail,Calgary Station,Toronto Union,2023-06-18 02:12:00,2023-06-18 09:12:00,7:00:00,On Time,439.64,High-Speed,P12,E,385,137,Storm,3
TR0268,JR Central,Kyoto Station,Tokyo Station,2023-05-11 02:39:00,2023-05-11 13:39:00,11:00:00,On Time,38.4,High-Speed,P14,C,445,154,Snow,8
TR0269,Indian Railways,Mumbai CST,Chennai Central,2023-06-03 12:42:00,2023-06-03 14:42:00,2:00:00,Delayed,492.39,Intercity,P11,D,445,183,Storm,2
TR0270,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-09-23 19:00:00,2023-09-24 03:00:00,8:00:00,Delayed,253.51,Intercity,P4,E,395,38,Rain,12
TR0271,Via Rail,Toronto Union,Montreal Central,2023-10-21 14:04:00,2023-10-21 20:04:00,6:00:00,Cancelled,323.68,Intercity,P14,E,245,373,Clear,16
TR0272,JR Central,Tokyo Station,Kyoto Station,2023-11-05 21:30:00,2023-11-06 02:30:00,5:00:00,On Time,482.64,Intercity,P9,E,375,5,Snow,5
TR0273,Deutsche Bahn,Hamburg Hbf,,2023-01-08 23:04:00,2023-01-09 07:04:00,8:00:00,Delayed,93.67,High-Speed,P5,D,428,257,Clear,15
TR0274,Amtrak,New York Penn,Los Angeles Union,2023-06-30 07:15:00,2023-06-30 18:15:00,11:00:00,On Time,219.38,Intercity,P2,B,340,62,Snow,3
TR0275,Amtrak,San Francisco 4th,Boston South,2023-02-12 08:59:00,2023-02-12 11:59:00,3:00:00,Cancelled,343.58,High-Speed,P13,C,198,3,Snow,17
TR0276,Amtrak,San Francisco 4th,Boston South,2023-05-02 08:37:00,2023-05-02 16:37:00,8:00:00,Delayed,488.72,Passenger,P10,E,226,83,Clear,4
TR0277,Amtrak,New York Penn,Chicago Union,2023-06-20 22:50:00,2023-06-21 03:50:00,5:00:00,Cancelled,241.63,Intercity,P18,B,494,124,Storm,19
TR0278,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-12-03 04:21:00,2023-12-03 10:21:00,6:00:00,Delayed,240.22,Freight,P19,A,126,370,Storm,20
TR0279,Via Rail,Vancouver Pacific,Toronto Union,2023-01-22 00:57:00,2023-01-22 02:57:00,2:00:00,Delayed,94.66,Freight,P7,B,287,230,Clear,14
TR0280,JR East,Nagoya Station,Osaka Station,2023-12-04 18:43:00,2023-12-05 00:43:00,6:00:00,Cancelled,236.49,Passenger,P18,A,375,14,Fog,2
TR0281,Via Rail,Ottawa Station,Montreal Central,2023-04-10 07:42:00,2023-04-10 09:42:00,2:00:00,Cancelled,127.97,Intercity,P16,E,428,464,Rain,15
TR0282,Via Rail,Vancouver Pacific,Toronto Union,2023-07-07 14:01:00,2023-07-07 22:01:00,8:00:00,Cancelled,86.66,High-Speed,P8,D,62,244,Fog,18
TR0283,Via Rail,Calgary Station,Montreal Central,2023-05-13 04:20:00,2023-05-13 12:20:00,8:00:00,Delayed,181.13,Freight,P12,D,67,437,Clear,18
TR0284,Indian Railways,Delhi Junction,Howrah,2023-07-27 06:47:00,2023-07-27 13:47:00,7:00:00,On Time,385.47,Metro,P13,E,109,418,Fog,9
TR0285,JR East,Osaka Station,Tokyo Station,2023-05-31 18:03:00,2023-05-31 23:03:00,5:00:00,Delayed,64.83,Intercity,P8,C,143,74,Rain,11
TR0286,Via Rail,Vancouver Pacific,Ottawa Station,2023-10-23 00:05:00,2023-10-23 06:05:00,6:00:00,Cancelled,235.51,High-Speed,P17,D,199,227,Fog,10
TR0287,Indian Railways,Bangalore City,Howrah,2023-01-31 00:41:00,2023-01-31 12:41:00,12:00:00,Cancelled,22.25,Intercity,P11,A,167,510,Clear,2
TR0288,Indian Railways,Chennai Central,Bangalore City,2023-03-27 01:14:00,2023-03-27 13:14:00,12:00:00,Cancelled,93.83,Metro,P19,D,260,114,Fog,19
TR0289,Via Rail,Calgary Station,Ottawa Station,2023-03-31 14:11:00,2023-03-31 16:11:00,2:00:00,Cancelled,194.06,Metro,P20,A,105,269,Rain,16
TR0290,Via Rail,Montreal Central,Vancouver Pacific,2023-07-18 00:39:00,2023-07-18 05:39:00,5:00:00,Cancelled,169.12,High-Speed,P19,A,248,52,Snow,12
TR0291,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-08-11 10:32:00,2023-08-11 18:32:00,8:00:00,Cancelled,236.54,Intercity,P13,A,70,307,Snow,19
TR0292,Indian Railways,Chennai Central,Bangalore City,2023-04-15 02:45:00,2023-04-15 03:45:00,1:00:00,On Time,350.7,Freight,P8,C,67,449,Storm,7
TR0293,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-03-13 11:15:00,2023-03-13 15:15:00,4:00:00,Cancelled,98.78,High-Speed,P5,E,435,450,Storm,11
TR0294,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-03-21 21:38:00,2023-03-22 09:38:00,12:00:00,Cancelled,493.27,Metro,P11,D,202,180,Storm,4
TR0295,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-05-29 13:02:00,2023-05-29 20:02:00,7:00:00,Cancelled,277.3,Freight,P11,E,85,430,Storm,18
TR0296,JR Central,Kyoto Station,Tokyo Station,2023-06-11 02:18:00,2023-06-11 09:18:00,7:00:00,Delayed,186.99,Intercity,P12,C,227,439,Clear,6
TR0297,Indian Railways,Chennai Central,Bangalore City,2023-10-05 07:55:00,2023-10-05 18:55:00,11:00:00,On Time,387.53,Intercity,P11,D,194,407,Rain,7
TR0298,Deutsche Bahn,Frankfurt Hbf,Berlin Hbf,2023-12-12 07:44:00,2023-12-12 19:44:00,12:00:00,Cancelled,13.17,Intercity,P19,D,459,199,Storm,15
TR0299,Amtrak,Los Angeles Union,New York Penn,2023-06-23 00:42:00,2023-06-23 10:42:00,10:00:00,Delayed,96.17,Passenger,P10,B,482,43,Fog,9
TR0300,JR Central,Hiroshima Station,Osaka Station,2023-01-31 15:39:00,2023-01-31 21:39:00,6:00:00,Delayed,220.81,Passenger,P10,B,182,24,Clear,8
TR0301,Via Rail,Montreal Central,Vancouver Pacific,2023-08-11 00:43:00,2023-08-11 10:43:00,10:00:00,Cancelled,219.47,Passenger,P3,A,222,175,Rain,12
TR0302,Via Rail,Ottawa Station,Calgary Station,2023-05-02 23:12:00,2023-05-03 00:12:00,1:00:00,Cancelled,212.11,Passenger,P2,B,98,385,Storm,6
TR0303,Via Rail,Toronto Union,Montreal Central,2023-07-03 02:48:00,2023-07-03 08:48:00,6:00:00,On Time,95.49,Metro,P18,B,279,254,Storm,16
TR0304,Via Rail,Toronto Union,Montreal Central,2023-04-08 23:11:00,2023-04-09 06:11:00,7:00:00,On Time,442.83,Intercity,P3,D,354,356,Rain,3
TR0305,Amtrak,New York Penn,San Francisco 4th,2023-01-23 03:49:00,2023-01-23 10:49:00,7:00:00,Delayed,104.56,Freight,P2,D,72,519,Snow,17
TR0306,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,,2023-03-08 21:41:00,3:00:00,On Time,108.21,Passenger,P13,A,363,168,Storm,19
TR0307,Indian Railways,Howrah,Chennai Central,2023-05-09 00:53:00,2023-05-09 08:53:00,8:00:00,Delayed,61.72,Metro,P2,E,290,326,Snow,16
TR0308,JR Central,Tokyo Station,Kyoto Station,2023-10-30 12:46:00,2023-10-30 18:46:00,6:00:00,On Time,275.18,Passenger,P3,D,340,134,Snow,8
TR0309,Indian Railways,Bangalore City,,2023-08-18 13:30:00,2023-08-18 21:30:00,8:00:00,On Time,344.88,Passenger,P7,A,412,301,Snow,8
TR0310,Via Rail,Vancouver Pacific,Toronto Union,2023-09-01 11:47:00,2023-09-01 16:47:00,5:00:00,Delayed,141.58,Intercity,P17,C,351,503,Rain,11
TR0311,Deutsche Bahn,Munich Hbf,Frankfurt Hbf,2023-08-23 09:57:00,2023-08-23 10:57:00,1:00:00,Delayed,276.46,Freight,P17,D,493,176,Storm,19
TR0312,Indian Railways,Howrah,Chennai Central,2023-02-23 00:40:00,2023-02-23 07:40:00,7:00:00,Cancelled,75.23,High-Speed,P18,B,60,59,Snow,3
TR0313,Amtrak,San Francisco 4th,Chicago Union,2023-02-06 15:40:00,2023-02-07 03:40:00,12:00:00,Delayed,466.43,Intercity,P6,B,156,209,Storm,5
