FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
UA9541,Delta,ORD,ATL,2023-12-27 17:00:27,2023-12-28 00:34:27,0 days 07:34:00,Delayed,103.9,Airbus A320,A11,4,145.0,71.0,Clear,5.0
JB5390,Spirit,DEN,JFK,2023-07-19 06:05:38,2023-07-19 13:42:38,0 days 07:37:00,Delayed,594.74,Bombardier CRJ900,B5,2,220.0,147.0,Clear,7.0
UA4985,Southwest,SFO,DFW,2023-10-17 02:20:19,2023-10-17 10:45:19,0 days 08:25:00,Delayed,295.05,Embraer 190,D27,International,299.0,283.0,Fog,10.0
JB8415,Alaska Airlines,JFK,JFK,2023-07-14 18:10:49,2023-07-15 01:14:49,0 days 07:04:00,On Time,379.04,Boeing 737,B2,1,186.0,54.0,Snow,7.0
SW5633,JetBlue,DFW,DEN,2023-07-30 06:58:16,2023-07-30 13:52:16,0 days 06:54:00,Delayed,706.23,Airbus A380,C17,,330.0,271.0,Fog,14.0
SP4219,JetBlue,BOS,SFO,2023-04-28 13:59:28,2023-04-28 14:52:28,0 days 00:53:00,Delayed,681.37,Boeing 737,C22,2,105.0,54.0,Clear,9.0
AS6610,Southwest,DFW,ORD,2023-06-26 13:35:09,2023-06-26 19:54:09,0 days 06:19:00,On Time,1098.95,Airbus A380,B27,4,184.0,86.0,Cloudy,8.0
UA6067,Spirit,SEA,SFO,2023-04-11 01:11:13,2023-04-11 01:55:13,0 days 00:44:00,On Time,1231.81,Bombardier CRJ900,A2,2,164.0,114.0,Thunderstorm,13.0
,Alaska Airlines,ORD,JFK,2023-07-26 22:33:15,2023-07-26 23:54:15,0 days 01:21:00,Cancelled,1489.6,Boeing 777,C3,1,349.0,348.0,Clear,8.0
SW6880,Delta,DEN,DFW,2023-02-27 11:25:13,2023-02-27 13:26:13,0 days 02:01:00,Cancelled,483.11,Boeing 777,D20,International,343.0,156.0,Fog,9.0
AA2161,Delta,LAX,DEN,2023-12-25 10:01:31,2023-12-25 14:03:31,0 days 04:02:00,Delayed,85.24,Embraer 190,B26,3,109.0,67.0,Snow,5.0
SW6426,American Airlines,MIA,BOS,2023-08-21 02:38:22,2023-08-21 05:13:22,0 days 02:35:00,Delayed,514.0,Boeing 737,D29,International,324.0,64.0,Fog,6.0
JB9702,United,BOS,SEA,2023-03-06 08:13:15,2023-03-06 17:01:15,0 days 08:48:00,Cancelled,1102.69,Boeing 737,D22,3,154.0,69.0,Thunderstorm,14.0
SP1738,Spirit,JFK,SEA,2023-10-25 02:50:37,2023-10-25 05:31:37,0 days 02:41:00,Cancelled,779.48,Bombardier CRJ900,D16,International,178.0,101.0,Fog,12.0
DL9680,Southwest,ATL,SFO,2023-09-29 02:58:25,2023-09-29 06:52:25,0 days 03:54:00,On Time,1109.96,Boeing 737,A28,2,187.0,108.0,Cloudy,8.0
AA435,United,SEA,SFO,2023-12-02 10:38:00,2023-12-02 16:17:00,0 days 05:39:00,Delayed,313.66,Boeing 777,D21,International,348.0,138.0,Cloudy,15.0
SW913,Spirit,LAX,MIA,2023-12-08 22:13:34,2023-12-09 05:40:34,0 days 07:27:00,On Time,645.83,Bombardier CRJ900,B21,4,123.0,64.0,Snow,6.0
AS4030,American Airlines,SFO,JFK,2023-10-04 00:39:05,2023-10-04 01:10:05,0 days 00:31:00,Delayed,763.99,Embraer 190,A19,2,104.0,89.0,Clear,5.0
AS4224,United,ORD,DEN,2023-02-09 13:34:30,2023-02-09 17:50:30,0 days 04:16:00,Delayed,1280.21,Boeing 777,A18,4,184.0,124.0,Snow,15.0
SP4393,American Airlines,SEA,ORD,2023-08-03 06:26:05,2023-08-03 07:35:05,0 days 01:09:00,Delayed,723.21,Airbus A380,C20,2,338.0,101.0,Cloudy,11.0
SW2475,American Airlines,ATL,ORD,2023-02-18 07:59:44,2023-02-18 15:15:44,0 days 07:16:00,Cancelled,763.19,Embraer 190,A1,2,260.0,77.0,Cloudy,6.0
SW9464,United,ATL,MIA,2023-03-26 21:05:00,2023-03-27 02:02:00,0 days 04:57:00,On Time,614.35,Airbus A380,A5,4,116.0,92.0,Clear,13.0
JB1177,Delta,MIA,SFO,2023-08-29 11:40:05,2023-08-29 13:55:05,0 days 02:15:00,Delayed,64.07,Airbus A320,C20,International,144.0,115.0,Thunderstorm,6.0
JB7012,JetBlue,LAX,SEA,2023-06-16 02:52:35,2023-06-16 07:46:35,0 days 04:54:00,,784.85,Boeing 777,C15,2,143.0,130.0,Thunderstorm,7.0
AA7023,Alaska Airlines,LAX,ORD,2023-04-23 03:59:02,2023-04-23 10:23:02,0 days 06:24:00,Delayed,1205.19,Bombardier CRJ900,C3,1,298.0,291.0,Cloudy,14.0
JB6581,Southwest,SEA,LAX,2023-11-19 13:15:15,2023-11-19 15:42:15,0 days 02:27:00,Delayed,1293.6,Airbus A380,A5,4,210.0,150.0,Rain,6.0
UA2380,JetBlue,ATL,MIA,2023-06-05 23:38:33,2023-06-06 03:18:33,0 days 03:40:00,On Time,295.75,Bombardier CRJ900,B5,3,242.0,209.0,Cloudy,9.0
SP534,Spirit,SFO,JFK,2023-01-20 21:34:26,2023-01-20 23:39:26,0 days 02:05:00,Delayed,233.56,Airbus A380,B22,3,302.0,238.0,Snow,14.0
AA918,Alaska Airlines,MIA,DEN,2023-07-01 16:14:36,2023-07-01 19:32:36,0 days 03:18:00,Cancelled,339.23,Airbus A320,D22,4,137.0,118.0,Snow,
AS7556,Southwest,BOS,SEA,2023-03-01 05:32:03,2023-03-01 08:39:03,0 days 03:07:00,Cancelled,1341.74,,D4,International,231.0,122.0,Rain,10.0
AA9057,JetBlue,SFO,DEN,2023-11-20 11:52:14,2023-11-20 15:34:14,0 days 03:42:00,On Time,861.37,Embraer 190,A18,2,268.0,101.0,Snow,8.0
SP5226,JetBlue,BOS,JFK,2023-02-03 13:51:16,2023-02-03 19:38:16,0 days 05:47:00,Cancelled,1335.7,Bombardier CRJ900,D26,International,294.0,150.0,Rain,8.0
AA7299,,SFO,DFW,2023-07-23 08:18:48,2023-07-23 14:18:48,0 days 06:00:00,On Time,389.09,Boeing 737,C13,1,225.0,94.0,Clear,5.0
,United,BOS,DFW,2023-07-07 16:00:40,2023-07-07 20:34:40,0 days 04:34:00,Delayed,425.65,Embraer 190,C8,4,353.0,96.0,Rain,6.0
SP1448,Southwest,SEA,MIA,2023-05-10 10:22:35,2023-05-10 12:50:35,0 days 02:28:00,Delayed,783.39,Boeing 777,C6,International,215.0,80.0,Clear,10.0
AS3422,Delta,DEN,ORD,2023-02-12 12:46:04,2023-02-12 22:18:04,0 days 09:32:00,On Time,532.47,Airbus A380,A7,1,344.0,,Cloudy,14.0
AA5386,Alaska Airlines,SFO,BOS,2023-12-25 21:44:45,2023-12-26 07:29:45,0 days 09:45:00,,837.95,Bombardier CRJ900,C14,3,157.0,125.0,Rain,9.0
UA5772,Alaska Airlines,SEA,BOS,2023-12-29 21:12:03,2023-12-30 00:39:03,0 days 03:27:00,Cancelled,1400.15,Airbus A380,A3,1,321.0,149.0,Rain,9.0
AA8746,United,BOS,JFK,2023-10-24 18:01:48,2023-10-25 00:48:48,0 days 06:47:00,Delayed,1245.59,Boeing 777,A18,1,209.0,94.0,Thunderstorm,9.0
DL8000,Spirit,DFW,JFK,2023-09-19 13:22:41,2023-09-19 20:35:41,0 days 07:13:00,Delayed,66.84,Airbus A320,C29,4,255.0,73.0,Cloudy,14.0
SW7623,Southwest,JFK,SEA,2023-02-07 13:34:30,2023-02-07 14:17:30,0 days 00:43:00,Delayed,1249.52,Embraer 190,A26,3,134.0,72.0,Snow,9.0
JB6256,Alaska Airlines,LAX,SFO,2023-10-30 23:27:58,2023-10-31 03:51:58,0 days 04:24:00,On Time,778.18,Embraer 190,A14,International,209.0,117.0,Clear,12.0
AS7564,JetBlue,SFO,JFK,2023-04-13 21:37:08,,0 days 03:11:00,On Time,1123.24,Airbus A320,C3,4,127.0,89.0,Clear,5.0
JB798,Southwest,DEN,JFK,2023-07-07 14:37:44,2023-07-08 00:06:44,0 days 09:29:00,On Time,998.5,Bombardier CRJ900,D1,4,288.0,259.0,Rain,15.0
SW9384,American Airlines,DEN,LAX,2023-02-13 12:34:58,2023-02-13 22:11:58,0 days 09:37:00,Cancelled,434.4,Boeing 737,D21,International,374.0,128.0,Cloudy,15.0
JB8170,Delta,ORD,DEN,2023-01-20 15:29:21,2023-01-20 22:50:21,0 days 07:21:00,On Time,1248.55,Airbus A380,A15,International,202.0,125.0,Thunderstorm,11.0
AA6145,Spirit,JFK,DEN,2023-10-19 13:41:37,2023-10-19 17:03:37,0 days 03:22:00,Delayed,1303.59,Boeing 737,A7,3,107.0,60.0,Rain,6.0
AA4255,Spirit,BOS,SFO,2023-11-26 21:00:28,2023-11-27 06:59:28,0 days 09:59:00,On Time,729.68,Bombardier CRJ900,B18,International,238.0,182.0,,9.0
DL8882,Spirit,DFW,JFK,2023-10-02 18:39:59,2023-10-03 00:07:59,0 days 05:28:00,Delayed,607.28,Airbus A320,C10,4,349.0,125.0,Cloudy,5.0
AS9826,Alaska Airlines,SFO,DEN,2023-02-08 13:07:29,2023-02-08 19:18:29,0 days 06:11:00,Delayed,641.16,Airbus A320,,4,124.0,72.0,Fog,9.0
JB1927,Delta,,DEN,2023-11-25 02:17:59,,0 days 05:24:00,On Time,663.68,Airbus A380,A13,International,268.0,239.0,Fog,15.0
JB9916,United,DEN,ATL,2023-09-08 08:58:14,2023-09-08 18:14:14,0 days 09:16:00,Cancelled,1193.14,Airbus A320,C18,3,201.0,189.0,Clear,6.0
JB5091,Southwest,ORD,DEN,2023-08-12 02:52:34,2023-08-12 03:25:34,0 days 00:33:00,Cancelled,266.63,Airbus A320,A8,4,399.0,349.0,Snow,10.0
UA3215,Southwest,LAX,ATL,2023-10-17 15:08:43,2023-10-17 17:07:43,0 days 01:59:00,On Time,1323.9,Bombardier CRJ900,D13,2,319.0,89.0,Rain,8.0
AS6597,American Airlines,SFO,DFW,2023-06-25 06:48:53,2023-06-25 15:55:53,0 days 09:07:00,On Time,844.87,Bombardier CRJ900,D5,4,141.0,139.0,Thunderstorm,14.0
AS4662,American Airlines,JFK,ATL,2023-02-25 06:42:27,2023-02-25 15:43:27,0 days 09:01:00,Delayed,1307.94,Boeing 777,A7,2,115.0,60.0,Fog,7.0
AA771,Delta,ORD,SFO,2023-02-10 01:56:05,2023-02-10 05:13:05,0 days 03:17:00,On Time,170.19,Boeing 777,C15,1,353.0,123.0,Thunderstorm,13.0
SW3717,Alaska Airlines,JFK,BOS,2023-11-22 19:35:15,2023-11-23 04:05:15,0 days 08:30:00,Delayed,1098.13,Embraer 190,D6,2,,91.0,Fog,5.0
SW251,Southwest,LAX,BOS,2023-08-13 05:55:22,2023-08-13 10:52:22,0 days 04:57:00,Cancelled,930.53,Airbus A320,C8,2,214.0,160.0,Cloudy,7.0
SW5500,Southwest,SEA,LAX,2023-07-03 04:24:30,2023-07-03 10:17:30,0 days 05:53:00,Cancelled,1211.58,Airbus A380,B5,International,400.0,149.0,Snow,7.0
AS9535,United,BOS,ORD,2023-01-06 10:42:19,2023-01-06 14:43:19,0 days 04:01:00,Cancelled,1096.19,Airbus A380,B26,2,127.0,101.0,Fog,9.0
JB7574,American Airlines,MIA,JFK,2023-09-20 13:44:33,2023-09-20 15:36:33,0 days 01:52:00,Delayed,218.2,Boeing 777,D18,4,233.0,70.0,Fog,5.0
AA6224,Spirit,LAX,SFO,2023-03-17 04:57:10,,0 days 01:56:00,Cancelled,595.11,,C7,3,269.0,88.0,Thunderstorm,6.0
UA1171,United,BOS,DEN,2023-01-06 04:30:20,2023-01-06 12:19:20,0 days 07:49:00,Cancelled,1390.48,Bombardier CRJ900,B20,1,239.0,158.0,Fog,15.0
SW2063,Spirit,DFW,ATL,2023-03-10 15:09:17,2023-03-10 15:47:17,0 days 00:38:00,Delayed,528.77,Bombardier CRJ900,A15,4,103.0,78.0,Cloudy,14.0
DL4101,Delta,ORD,LAX,2023-09-03 19:32:34,2023-09-03 21:58:34,0 days 02:26:00,On Time,893.01,Boeing 777,A23,1,114.0,77.0,Cloudy,11.0
SW5314,Southwest,SFO,SEA,2023-08-08 19:10:12,2023-08-09 00:11:12,0 days 05:01:00,Delayed,1397.15,Airbus A380,A24,1,135.0,135.0,Fog,9.0
JB6601,Spirit,MIA,ATL,2023-01-05 19:30:59,2023-01-05 22:11:59,0 days 02:41:00,On Time,1185.06,Airbus A320,A25,2,335.0,83.0,Rain,9.0
JB2387,Spirit,LAX,DEN,2023-11-30 02:36:06,2023-11-30 04:50:06,0 days 02:14:00,On Time,64.69,Boeing 777,D24,4,263.0,90.0,Rain,15.0
DL5812,Delta,DEN,BOS,2023-02-05 10:46:22,2023-02-05 20:30:22,0 days 09:44:00,Delayed,864.49,Airbus A380,A4,1,214.0,183.0,Thunderstorm,10.0
UA9729,Alaska Airlines,DEN,JFK,2023-08-31 19:07:11,2023-08-31 21:06:11,0 days 01:59:00,On Time,517.03,Boeing 777,C24,3,121.0,84.0,Thunderstorm,7.0
SP3890,Alaska Airlines,LAX,DFW,2023-03-13 04:06:54,2023-03-13 13:44:54,0 days 09:38:00,Delayed,312.09,Boeing 777,D30,2,282.0,134.0,Rain,13.0
JB8262,Southwest,BOS,DEN,2023-05-22 01:35:51,2023-05-22 03:55:51,0 days 02:20:00,Cancelled,1054.73,Airbus A380,A7,International,274.0,110.0,Fog,9.0
SW5952,JetBlue,BOS,JFK,2023-01-11 21:10:21,2023-01-12 06:05:21,0 days 08:55:00,Delayed,874.36,Boeing 777,B27,4,118.0,101.0,Clear,15.0
JB530,Spirit,JFK,ORD,2023-10-31 07:22:07,2023-10-31 17:06:07,0 days 09:44:00,Delayed,702.25,Boeing 737,B7,International,294.0,60.0,Snow,7.0
AS2653,Delta,ATL,JFK,2023-12-08 04:51:10,2023-12-08 07:05:10,0 days 02:14:00,On Time,1425.89,Airbus A380,A11,3,248.0,53.0,Thunderstorm,9.0
UA3998,United,ATL,SFO,2023-11-26 11:31:09,2023-11-26 17:17:09,0 days 05:46:00,Cancelled,130.45,Bombardier CRJ900,B17,2,346.0,256.0,Snow,14.0
SP7268,Spirit,SEA,LAX,2023-05-28 02:35:35,2023-05-28 09:39:35,0 days 07:04:00,On Time,214.25,Embraer 190,A2,4,279.0,106.0,Fog,15.0
UA3878,United,ORD,LAX,2023-06-07 08:10:34,2023-06-07 13:32:34,0 days 05:22:00,Cancelled,489.16,Boeing 737,C29,2,357.0,146.0,Snow,7.0
,Spirit,JFK,ATL,2023-02-11 09:54:05,2023-02-11 13:12:05,0 days 03:18:00,On Time,1177.34,Embraer 190,B12,4,273.0,164.0,Snow,5.0
SP5530,JetBlue,ORD,LAX,2023-09-20 04:55:28,2023-09-20 09:30:28,0 days 04:35:00,Cancelled,954.03,Boeing 777,D14,3,137.0,86.0,Thunderstorm,7.0
UA522,Delta,SFO,ORD,2023-05-22 08:38:32,,0 days 09:28:00,On Time,782.72,Boeing 737,D24,4,272.0,160.0,Cloudy,7.0
JB7070,United,MIA,LAX,2023-10-14 09:35:40,2023-10-14 16:48:40,0 days 07:13:00,Cancelled,592.37,Airbus A380,D23,International,152.0,130.0,Snow,5.0
SP8419,American Airlines,JFK,SEA,2023-01-07 09:28:15,2023-01-07 17:59:15,0 days 08:31:00,Cancelled,662.49,Boeing 737,B8,2,346.0,179.0,Snow,8.0
SP7866,Alaska Airlines,MIA,SFO,2023-06-16 19:27:33,2023-06-17 03:57:33,0 days 08:30:00,Cancelled,1187.18,Airbus A320,C1,1,209.0,144.0,Cloudy,
JB6106,United,DFW,ATL,2023-05-19 13:16:26,2023-05-19 22:17:26,0 days 09:01:00,On Time,406.45,Embraer 190,A16,4,114.0,64.0,Rain,5.0
SW6640,United,JFK,ORD,2023-06-22 10:38:50,2023-06-22 14:38:50,0 days 04:00:00,Delayed,1317.21,Airbus A320,C25,1,399.0,156.0,Fog,14.0
DL6942,Spirit,ATL,LAX,2023-12-22 23:12:52,2023-12-23 00:02:52,0 days 00:50:00,Cancelled,444.42,Embraer 190,C2,1,255.0,174.0,Clear,12.0
UA9496,JetBlue,ATL,MIA,2023-11-11 16:16:07,2023-11-11 20:48:07,0 days 04:32:00,Delayed,650.15,Bombardier CRJ900,C4,4,127.0,102.0,Thunderstorm,15.0
SW6643,Delta,BOS,JFK,2023-09-11 02:18:41,2023-09-11 11:42:41,0 days 09:24:00,Cancelled,436.32,Boeing 777,B5,4,241.0,181.0,Snow,6.0
AA344,American Airlines,DFW,ATL,2023-03-24 06:24:58,2023-03-24 09:03:58,0 days 02:39:00,Cancelled,982.32,Embraer 190,C11,International,330.0,244.0,Snow,11.0
JB6634,JetBlue,MIA,ATL,2023-02-02 10:32:49,2023-02-02 18:21:49,0 days 07:49:00,Cancelled,245.52,Boeing 737,A28,2,133.0,98.0,Cloudy,5.0
AS181,Southwest,SEA,SFO,2023-07-13 12:28:24,2023-07-13 15:54:24,0 days 03:26:00,Delayed,1291.41,Airbus A320,A11,2,376.0,310.0,Cloudy,7.0
DL5329,Southwest,SFO,JFK,2023-03-06 08:49:05,2023-03-06 15:14:05,0 days 06:25:00,On Time,1087.85,Boeing 777,D19,3,364.0,311.0,Snow,8.0
,Delta,LAX,ORD,2023-10-06 01:13:32,2023-10-06 05:07:32,0 days 03:54:00,On Time,1357.34,Bombardier CRJ900,D22,2,311.0,61.0,Cloudy,11.0
AA2442,American Airlines,DEN,ATL,2023-10-26 03:36:20,2023-10-26 12:46:20,0 days 09:10:00,Delayed,967.15,Airbus A320,B17,International,331.0,259.0,Snow,10.0
JB1354,Delta,SEA,DEN,2023-06-18 06:51:07,2023-06-18 12:08:07,0 days 05:17:00,On Time,259.53,Airbus A380,C29,International,183.0,121.0,Cloudy,5.0
JB548,Spirit,SFO,ORD,2023-10-27 12:21:38,2023-10-27 13:13:38,0 days 00:52:00,Cancelled,517.2,Bombardier CRJ900,D28,4,397.0,380.0,Snow,5.0
SW3441,Alaska Airlines,LAX,SEA,2023-08-17 18:50:19,2023-08-17 20:07:19,0 days 01:17:00,On Time,1471.91,Embraer 190,C9,2,375.0,138.0,Snow,8.0
AS5936,JetBlue,ATL,DFW,2023-01-23 10:37:29,2023-01-23 15:15:29,0 days 04:38:00,On Time,1330.86,Airbus A320,A12,4,169.0,116.0,Snow,9.0
SW6484,Delta,DFW,SFO,2023-02-03 09:46:58,2023-02-03 18:23:58,0 days 08:37:00,Delayed,862.46,Embraer 190,B11,International,395.0,229.0,Thunderstorm,14.0
AS8664,Spirit,SFO,JFK,2023-07-03 23:24:46,2023-07-03 23:54:46,0 days 00:30:00,On Time,612.02,Bombardier CRJ900,B21,2,357.0,153.0,Fog,14.0
,American Airlines,SFO,ORD,2023-06-06 02:52:29,2023-06-06 08:13:29,0 days 05:21:00,Cancelled,59.83,Airbus A380,A6,2,316.0,136.0,Cloudy,11.0
SW9235,United,MIA,SEA,2023-04-29 23:34:06,2023-04-30 02:16:06,0 days 02:42:00,Delayed,978.93,Airbus A320,D14,International,108.0,79.0,Rain,6.0
SP8291,United,DFW,JFK,2023-05-31 22:04:57,2023-06-01 02:38:57,0 days 04:34:00,Delayed,498.3,Airbus A380,C28,International,243.0,125.0,Cloudy,13.0
UA5987,Alaska Airlines,SFO,DEN,2023-02-12 10:38:58,2023-02-12 19:03:58,0 days 08:25:00,Cancelled,124.3,Boeing 737,A6,4,305.0,63.0,Cloudy,7.0
SW2379,United,LAX,JFK,2023-08-09 15:18:43,2023-08-09 22:14:43,0 days 06:56:00,On Time,420.59,Airbus A320,A19,2,256.0,190.0,Snow,11.0
AS8487,JetBlue,ORD,LAX,2023-12-07 07:01:27,2023-12-07 15:00:27,0 days 07:59:00,Cancelled,1217.28,Airbus A320,A27,1,366.0,56.0,Snow,6.0
AA9058,United,ORD,SEA,2023-12-13 06:13:44,2023-12-13 15:50:44,0 days 09:37:00,On Time,1214.49,Airbus A380,C26,1,393.0,162.0,Fog,13.0
AS3126,Alaska Airlines,JFK,DFW,2023-05-11 08:39:30,2023-05-11 09:32:30,0 days 00:53:00,Cancelled,976.14,Boeing 737,D2,3,314.0,80.0,Clear,7.0
UA8482,United,MIA,BOS,2023-04-30 00:31:27,2023-04-30 04:42:27,0 days 04:11:00,Cancelled,1154.98,Bombardier CRJ900,D18,3,203.0,178.0,Snow,14.0
JB441,United,SFO,DEN,2023-01-21 23:05:20,2023-01-22 03:26:20,0 days 04:21:00,On Time,1222.28,Boeing 737,D30,International,171.0,75.0,Fog,15.0
AA8163,Alaska Airlines,SFO,SFO,2023-12-22 03:13:49,2023-12-22 05:52:49,0 days 02:39:00,Cancelled,740.4,Bombardier CRJ900,A13,4,296.0,178.0,Snow,15.0
DL8526,JetBlue,SFO,ATL,2023-06-12 02:19:24,2023-06-12 09:22:24,0 days 07:03:00,On Time,488.64,Bombardier CRJ900,B15,International,311.0,215.0,Rain,6.0
UA7314,United,LAX,BOS,2023-02-14 20:25:50,2023-02-15 02:24:50,0 days 05:59:00,Cancelled,1169.84,Airbus A380,B10,3,252.0,87.0,Thunderstorm,10.0
DL2365,American Airlines,BOS,SFO,2023-12-18 14:38:37,2023-12-18 23:12:37,0 days 08:34:00,On Time,1062.1,Airbus A380,D27,4,132.0,54.0,Clear,9.0
SP4009,Delta,JFK,SFO,2023-11-01 07:25:34,2023-11-01 13:27:34,0 days 06:02:00,Delayed,521.02,Bombardier CRJ900,C4,1,153.0,135.0,Clear,12.0
SP4545,Alaska Airlines,DFW,DEN,2023-11-01 04:50:16,2023-11-01 11:12:16,0 days 06:22:00,Delayed,576.51,Airbus A380,A22,2,368.0,121.0,Clear,12.0
SP8811,United,BOS,SFO,2023-07-22 06:30:06,2023-07-22 11:44:06,0 days 05:14:00,Delayed,1194.49,Boeing 777,B30,2,203.0,100.0,Thunderstorm,12.0
JB9740,United,SFO,ORD,2023-11-09 14:17:08,2023-11-09 18:37:08,0 days 04:20:00,Cancelled,777.16,Airbus A380,A23,2,128.0,63.0,Cloudy,15.0
AS4943,Spirit,JFK,DEN,2023-05-29 09:00:31,2023-05-29 10:51:31,0 days 01:51:00,Delayed,76.01,Boeing 777,D23,International,343.0,214.0,Cloudy,10.0
SW9613,Spirit,MIA,BOS,2023-12-28 12:42:01,2023-12-28 14:06:01,0 days 01:24:00,On Time,196.92,Boeing 777,B26,3,307.0,242.0,Snow,9.0
AS6691,Spirit,DFW,ATL,2023-09-19 19:10:16,2023-09-20 04:54:16,0 days 09:44:00,Cancelled,154.99,Embraer 190,A15,2,363.0,315.0,Snow,12.0
SW8031,Southwest,ORD,SFO,2023-08-20 05:23:30,2023-08-20 06:57:30,0 days 01:34:00,Cancelled,1074.51,Boeing 777,D18,1,227.0,82.0,Thunderstorm,7.0
SP6309,Delta,BOS,DEN,2023-08-13 07:39:28,2023-08-13 10:32:28,0 days 02:53:00,On Time,991.3,Airbus A380,D23,2,368.0,195.0,Thunderstorm,13.0
SP6177,JetBlue,LAX,MIA,2023-04-17 23:35:36,2023-04-18 02:49:36,0 days 03:14:00,Cancelled,1042.05,Bombardier CRJ900,C7,1,267.0,53.0,Rain,12.0
SW3767,JetBlue,MIA,DEN,2023-10-10 19:19:59,2023-10-10 23:17:59,0 days 03:58:00,Delayed,1054.4,Embraer 190,B7,4,370.0,181.0,Snow,13.0
SP4913,American Airlines,ORD,SEA,2023-01-29 04:38:57,2023-01-29 12:58:57,0 days 08:20:00,Cancelled,1108.64,Bombardier CRJ900,D5,1,112.0,77.0,Rain,9.0
SP1866,Spirit,SFO,ORD,2023-11-23 09:44:43,2023-11-23 19:25:43,0 days 09:41:00,Cancelled,1294.77,Airbus A380,C5,International,327.0,149.0,Rain,12.0
AS8507,Delta,DFW,JFK,2023-06-30 01:24:58,2023-06-30 02:59:58,0 days 01:35:00,On Time,247.42,Airbus A380,C25,4,266.0,145.0,Thunderstorm,8.0
UA5433,American Airlines,BOS,LAX,2023-09-27 10:34:23,2023-09-27 20:07:23,0 days 09:33:00,On Time,916.27,Airbus A320,C13,International,391.0,316.0,Rain,13.0
SW1750,Delta,SFO,JFK,2023-03-23 22:55:59,2023-03-24 08:21:59,0 days 09:26:00,Delayed,1440.97,Airbus A320,C8,1,219.0,77.0,Snow,13.0
AS9927,United,JFK,LAX,2023-09-20 03:33:15,2023-09-20 08:10:15,0 days 04:37:00,Delayed,1155.71,Bombardier CRJ900,C25,1,216.0,107.0,Thunderstorm,14.0
SP9981,Spirit,MIA,ATL,2023-12-11 01:37:16,2023-12-11 02:42:16,0 days 01:05:00,On Time,193.38,Airbus A320,D14,4,115.0,97.0,Rain,15.0
SW8095,American Airlines,BOS,ORD,2023-01-05 07:42:01,2023-01-05 09:03:01,0 days 01:21:00,Delayed,1104.9,Airbus A380,B21,International,186.0,155.0,Thunderstorm,14.0
SW2742,Southwest,ORD,BOS,2023-08-03 03:10:13,2023-08-03 09:52:13,0 days 06:42:00,On Time,377.69,Boeing 777,C24,International,302.0,215.0,Thunderstorm,13.0
AS1581,Southwest,LAX,SEA,2023-03-14 12:34:55,2023-03-14 20:50:55,0 days 08:16:00,Delayed,1011.08,Airbus A320,B1,4,235.0,,Fog,7.0
UA112,United,SFO,DEN,2023-07-29 23:37:13,2023-07-30 04:49:13,0 days 05:12:00,Cancelled,862.9,Bombardier CRJ900,D21,4,333.0,238.0,Cloudy,13.0
JB2638,United,LAX,BOS,2023-11-06 19:35:19,2023-11-07 01:35:19,0 days 06:00:00,On Time,1049.64,Embraer 190,C24,International,228.0,199.0,Thunderstorm,10.0
JB5361,JetBlue,DFW,LAX,2023-04-21 18:08:21,2023-04-21 23:44:21,0 days 05:36:00,On Time,528.85,Boeing 737,C25,2,288.0,144.0,Cloudy,8.0
DL8776,JetBlue,SEA,ATL,2023-07-05 13:41:46,2023-07-05 22:40:46,0 days 08:59:00,Delayed,724.97,,C29,3,323.0,321.0,Rain,9.0
JB5668,American Airlines,SEA,SFO,2023-04-29 02:03:38,2023-04-29 10:19:38,0 days 08:16:00,Cancelled,808.54,Boeing 737,B4,International,200.0,114.0,Cloudy,6.0
SW2345,Alaska Airlines,SEA,MIA,2023-01-07 03:31:21,2023-01-07 13:20:21,0 days 09:49:00,On Time,933.27,Boeing 777,A26,2,223.0,110.0,Clear,10.0
SW8128,American Airlines,LAX,SEA,2023-02-11 18:59:46,2023-02-11 23:36:46,0 days 04:37:00,On Time,392.9,Airbus A320,B1,1,204.0,54.0,Rain,7.0
DL1373,Spirit,DFW,BOS,2023-06-15 06:39:28,2023-06-15 11:51:28,0 days 05:12:00,Delayed,896.17,Bombardier CRJ900,D20,International,292.0,249.0,Cloudy,5.0
UA3649,United,LAX,DFW,2023-09-02 23:23:35,2023-09-03 04:21:35,0 days 04:58:00,Delayed,938.48,Boeing 737,B26,4,392.0,271.0,Thunderstorm,10.0
SW5761,Delta,DEN,SEA,2023-12-29 02:26:40,2023-12-29 07:28:40,0 days 05:02:00,Delayed,492.53,Airbus A320,D20,3,117.0,114.0,Rain,14.0
SW6908,United,ORD,MIA,2023-09-06 13:50:00,2023-09-06 14:41:00,0 days 00:51:00,On Time,1438.77,Boeing 737,C22,1,285.0,254.0,Rain,7.0
SP4618,Spirit,ORD,BOS,2023-12-23 22:05:09,2023-12-23 22:40:09,0 days 00:35:00,Delayed,518.13,Airbus A320,A6,4,246.0,87.0,Thunderstorm,12.0
SP7718,American Airlines,SFO,MIA,2023-07-17 17:06:03,2023-07-18 00:58:03,0 days 07:52:00,Cancelled,1131.43,Bombardier CRJ900,B16,1,396.0,129.0,Cloudy,11.0
