FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount,TransportType,VehicleID,ScheduledDeparture,ScheduledArrival,ActualDeparture,ActualArrival,DelayDuration,RouteCode
AA3384,United,SEA,MIA,2023-11-05 14:48:32,2023-11-05 22:44:32,0 days 07:56:00,Cancelled,735.94,Airbus A320,A27,International,372.0,289.0,Fog,6.0,Flight,AA3384,2023-11-05 14:48:32,2023-11-05 22:44:32,2023-11-05 14:48:32,2023-11-05 22:44:32,0.0,SEA_MIA
SP2442,United,ATL,LAX,2023-12-03 01:57:17,2023-12-03 07:59:17,0 days 06:02:00,On Time,1365.38,Bombardier CRJ900,A17,4,286.0,209.0,Rain,5.0,Flight,SP2442,2023-12-03 01:57:17,2023-12-03 07:59:17,2023-12-03 01:57:17,2023-12-03 07:59:17,0.0,ATL_LAX
DL7464,Alaska Airlines,LAX,DEN,2023-11-08 01:41:45,2023-11-08 08:32:45,0 days 06:51:00,On Time,1490.13,Boeing 777,A18,2,124.0,67.0,Fog,12.0,Flight,DL7464,2023-11-08 01:41:45,2023-11-08 08:32:45,2023-11-08 01:41:45,2023-11-08 08:32:45,0.0,LAX_DEN
AS1592,Delta,ORD,SFO,2023-08-09 14:16:55,2023-08-09 18:00:55,0 days 03:44:00,On Time,450.28,Airbus A320,B12,2,260.0,228.0,Thunderstorm,10.0,Flight,AS1592,2023-08-09 14:16:55,2023-08-09 18:00:55,2023-08-09 14:16:55,2023-08-09 18:00:55,0.0,ORD_SFO
AS6700,Southwest,ATL,BOS,2023-02-26 15:51:18,2023-02-27 00:30:18,0 days 08:39:00,On Time,1454.36,Airbus A320,B28,1,186.0,55.0,Thunderstorm,11.0,Flight,AS6700,2023-02-26 15:51:18,2023-02-27 00:30:18,2023-02-26 15:51:18,2023-02-27 00:30:18,0.0,ATL_BOS
SP2992,United,LAX,MIA,2023-11-18 11:41:23,2023-11-18 20:22:23,0 days 08:41:00,On Time,1319.46,Airbus A380,D22,2,395.0,53.0,Snow,5.0,Flight,SP2992,2023-11-18 11:41:23,2023-11-18 20:22:23,2023-11-18 11:41:23,2023-11-18 20:22:23,0.0,LAX_MIA
UA6589,Alaska Airlines,JFK,ATL,2023-02-02 15:53:17,2023-02-02 21:44:17,0 days 05:51:00,Delayed,1016.06,Embraer 190,C20,2,284.0,143.0,Thunderstorm,7.0,Flight,UA6589,2023-02-02 15:53:17,2023-02-02 21:44:17,2023-02-02 15:53:17,2023-02-02 22:14:17,30.0,JFK_ATL
AS4493,Delta,JFK,ORD,2023-01-20 20:39:39,2023-01-21 04:29:39,0 days 07:50:00,On Time,857.96,Airbus A320,D13,3,266.0,107.0,Cloudy,9.0,Flight,AS4493,2023-01-20 20:39:39,2023-01-21 04:29:39,2023-01-20 20:39:39,2023-01-21 04:29:39,0.0,JFK_ORD
JB5070,United,BOS,MIA,2023-03-01 18:48:21,2023-03-02 01:36:21,0 days 06:48:00,Delayed,430.65,Bombardier CRJ900,D10,1,336.0,170.0,,13.0,Flight,JB5070,2023-03-01 18:48:21,2023-03-02 01:36:21,2023-03-01 18:48:21,2023-03-02 02:06:21,30.0,BOS_MIA
AS738,Delta,BOS,DFW,2023-09-30 04:12:46,2023-09-30 07:03:46,0 days 02:51:00,Delayed,738.72,Airbus A320,C14,4,166.0,99.0,Clear,8.0,Flight,AS738,2023-09-30 04:12:46,2023-09-30 07:03:46,2023-09-30 04:12:46,2023-09-30 07:33:46,30.0,BOS_DFW
DL4301,Alaska Airlines,SEA,DFW,2023-10-17 21:59:35,2023-10-18 03:52:35,0 days 05:53:00,On Time,1389.63,Boeing 777,B24,2,126.0,63.0,Cloudy,10.0,Flight,DL4301,2023-10-17 21:59:35,2023-10-18 03:52:35,2023-10-17 21:59:35,2023-10-18 03:52:35,0.0,SEA_DFW
UA5543,JetBlue,SFO,MIA,2023-03-08 15:43:59,2023-03-09 01:15:59,0 days 09:32:00,Cancelled,841.31,Bombardier CRJ900,D8,2,115.0,61.0,Fog,14.0,Flight,UA5543,2023-03-08 15:43:59,2023-03-09 01:15:59,2023-03-08 15:43:59,2023-03-09 01:15:59,0.0,SFO_MIA
SW8169,Spirit,ATL,SFO,2023-07-10 14:20:07,2023-07-10 19:18:07,0 days 04:58:00,On Time,1093.05,Airbus A320,B18,1,383.0,159.0,Thunderstorm,7.0,Flight,SW8169,2023-07-10 14:20:07,2023-07-10 19:18:07,2023-07-10 14:20:07,2023-07-10 19:18:07,0.0,ATL_SFO
SP8317,Southwest,JFK,SFO,2023-08-27 03:24:37,2023-08-27 05:34:37,0 days 02:10:00,Delayed,610.33,Embraer 190,B29,2,143.0,69.0,Thunderstorm,12.0,Flight,SP8317,2023-08-27 03:24:37,2023-08-27 05:34:37,2023-08-27 03:24:37,2023-08-27 06:04:37,30.0,JFK_SFO
DL7477,Southwest,DFW,SFO,2023-03-23 11:44:30,2023-03-23 14:20:30,0 days 02:36:00,On Time,702.71,Boeing 737,B6,2,369.0,256.0,Rain,6.0,Flight,DL7477,2023-03-23 11:44:30,2023-03-23 14:20:30,2023-03-23 11:44:30,2023-03-23 14:20:30,0.0,DFW_SFO
SW663,Alaska Airlines,SFO,SEA,2023-03-07 20:11:17,2023-03-08 00:57:17,0 days 04:46:00,Delayed,64.45,Airbus A320,B10,2,318.0,173.0,Clear,10.0,Flight,SW663,2023-03-07 20:11:17,2023-03-08 00:57:17,2023-03-07 20:11:17,2023-03-08 01:27:17,30.0,SFO_SEA
SW2177,,DEN,SEA,2023-04-17 05:52:23,2023-04-17 11:43:23,0 days 05:51:00,On Time,1278.59,Airbus A380,D20,4,187.0,63.0,Clear,13.0,Flight,SW2177,2023-04-17 05:52:23,2023-04-17 11:43:23,2023-04-17 05:52:23,2023-04-17 11:43:23,0.0,DEN_SEA
UA8851,Alaska Airlines,DFW,SFO,2023-11-11 22:22:56,2023-11-11 23:41:56,0 days 01:19:00,Cancelled,999.66,Bombardier CRJ900,A15,2,212.0,86.0,Clear,5.0,Flight,UA8851,2023-11-11 22:22:56,2023-11-11 23:41:56,2023-11-11 22:22:56,2023-11-11 23:41:56,0.0,DFW_SFO
UA6928,American Airlines,SFO,SEA,2023-11-04 11:46:21,2023-11-04 16:01:21,0 days 04:15:00,Cancelled,150.98,Boeing 777,B27,International,217.0,178.0,Cloudy,13.0,Flight,UA6928,2023-11-04 11:46:21,2023-11-04 16:01:21,2023-11-04 11:46:21,2023-11-04 16:01:21,0.0,SFO_SEA
AA5784,American Airlines,DFW,SFO,2023-04-26 03:37:40,2023-04-26 07:22:40,0 days 03:45:00,Delayed,1319.14,Boeing 777,B22,2,131.0,123.0,Rain,6.0,Flight,AA5784,2023-04-26 03:37:40,2023-04-26 07:22:40,2023-04-26 03:37:40,2023-04-26 07:52:40,30.0,DFW_SFO
SP3943,United,JFK,,2023-02-06 12:00:05,2023-02-06 17:13:05,0 days 05:13:00,On Time,424.84,Boeing 777,A24,1,136.0,70.0,Snow,7.0,Flight,SP3943,2023-02-06 12:00:05,2023-02-06 17:13:05,2023-02-06 12:00:05,2023-02-06 17:13:05,0.0,JFK_
UA2625,JetBlue,LAX,DFW,2023-03-03 05:27:14,2023-03-03 08:23:14,0 days 02:56:00,Cancelled,1143.26,Boeing 737,D1,4,236.0,144.0,Rain,8.0,Flight,UA2625,2023-03-03 05:27:14,2023-03-03 08:23:14,2023-03-03 05:27:14,2023-03-03 08:23:14,0.0,LAX_DFW
JB3261,American Airlines,ORD,DFW,2023-07-26 13:31:01,2023-07-26 14:08:01,0 days 00:37:00,Delayed,724.87,Bombardier CRJ900,D11,3,135.0,104.0,Rain,7.0,Flight,JB3261,2023-07-26 13:31:01,2023-07-26 14:08:01,2023-07-26 13:31:01,2023-07-26 14:38:01,30.0,ORD_DFW
SW7783,Delta,ORD,LAX,2023-08-10 11:30:56,2023-08-10 15:01:56,0 days 03:31:00,Delayed,469.44,Boeing 737,C21,4,328.0,196.0,Rain,5.0,Flight,SW7783,2023-08-10 11:30:56,2023-08-10 15:01:56,2023-08-10 11:30:56,2023-08-10 15:31:56,30.0,ORD_LAX
SW4119,Spirit,MIA,DFW,2023-08-21 17:12:09,2023-08-22 00:47:09,0 days 07:35:00,Delayed,282.5,Bombardier CRJ900,A10,International,165.0,138.0,Rain,5.0,Flight,SW4119,2023-08-21 17:12:09,2023-08-22 00:47:09,2023-08-21 17:12:09,2023-08-22 01:17:09,30.0,MIA_DFW
AA2048,Alaska Airlines,DFW,SEA,2023-08-02 22:04:51,2023-08-03 01:07:51,0 days 03:03:00,Delayed,900.56,Bombardier CRJ900,C8,2,192.0,73.0,Clear,10.0,Flight,AA2048,2023-08-02 22:04:51,2023-08-03 01:07:51,2023-08-02 22:04:51,2023-08-03 01:37:51,30.0,DFW_SEA
SW9610,Delta,JFK,ORD,2023-10-30 12:15:53,2023-10-30 21:47:53,0 days 09:32:00,Cancelled,361.15,Boeing 777,D21,4,277.0,275.0,Thunderstorm,10.0,Flight,SW9610,2023-10-30 12:15:53,2023-10-30 21:47:53,2023-10-30 12:15:53,2023-10-30 21:47:53,0.0,JFK_ORD
AS2352,United,DEN,JFK,2023-08-28 04:42:11,2023-08-28 10:55:11,0 days 06:13:00,On Time,102.2,Embraer 190,B15,International,379.0,312.0,Fog,5.0,Flight,AS2352,2023-08-28 04:42:11,2023-08-28 10:55:11,2023-08-28 04:42:11,2023-08-28 10:55:11,0.0,DEN_JFK
AA6034,Delta,ORD,LAX,2023-04-24 01:20:34,2023-04-24 09:05:34,0 days 07:45:00,Cancelled,1296.86,Airbus A380,A8,International,213.0,57.0,Thunderstorm,10.0,Flight,AA6034,2023-04-24 01:20:34,2023-04-24 09:05:34,2023-04-24 01:20:34,2023-04-24 09:05:34,0.0,ORD_LAX
AA6389,American Airlines,SEA,ORD,2023-08-04 00:23:27,2023-08-04 09:08:27,0 days 08:45:00,On Time,728.65,Airbus A380,A7,International,287.0,166.0,Clear,5.0,Flight,AA6389,2023-08-04 00:23:27,2023-08-04 09:08:27,2023-08-04 00:23:27,2023-08-04 09:08:27,0.0,SEA_ORD
DL6370,JetBlue,LAX,DEN,2023-03-13 10:06:59,2023-03-13 15:41:59,0 days 05:35:00,On Time,897.11,Embraer 190,A4,4,296.0,148.0,Clear,7.0,Flight,DL6370,2023-03-13 10:06:59,2023-03-13 15:41:59,2023-03-13 10:06:59,2023-03-13 15:41:59,0.0,LAX_DEN
JB6437,United,BOS,JFK,2023-08-14 10:03:49,2023-08-14 17:31:49,0 days 07:28:00,Cancelled,1198.74,Embraer 190,C4,3,155.0,91.0,Cloudy,14.0,Flight,JB6437,2023-08-14 10:03:49,2023-08-14 17:31:49,2023-08-14 10:03:49,2023-08-14 17:31:49,0.0,BOS_JFK
JB3019,JetBlue,MIA,SEA,2023-07-02 11:41:41,2023-07-02 13:14:41,0 days 01:33:00,Cancelled,1054.84,Airbus A320,C25,3,109.0,100.0,Cloudy,13.0,Flight,JB3019,2023-07-02 11:41:41,2023-07-02 13:14:41,2023-07-02 11:41:41,2023-07-02 13:14:41,0.0,MIA_SEA
AS6692,American Airlines,JFK,LAX,2023-01-18 09:41:01,2023-01-18 14:46:01,0 days 05:05:00,Delayed,884.85,Boeing 777,C24,4,120.0,80.0,Cloudy,7.0,Flight,AS6692,2023-01-18 09:41:01,2023-01-18 14:46:01,2023-01-18 09:41:01,2023-01-18 15:16:01,30.0,JFK_LAX
AS4731,Spirit,ORD,DFW,2023-02-15 00:36:52,2023-02-15 03:26:52,0 days 02:50:00,On Time,311.68,Bombardier CRJ900,C10,2,361.0,157.0,Snow,7.0,Flight,AS4731,2023-02-15 00:36:52,2023-02-15 03:26:52,2023-02-15 00:36:52,2023-02-15 03:26:52,0.0,ORD_DFW
DL7419,Delta,BOS,DFW,2023-06-18 19:16:15,2023-06-19 01:52:15,0 days 06:36:00,On Time,579.86,Embraer 190,A29,3,287.0,65.0,Rain,14.0,Flight,DL7419,2023-06-18 19:16:15,2023-06-19 01:52:15,2023-06-18 19:16:15,2023-06-19 01:52:15,0.0,BOS_DFW
SP4760,,ORD,SFO,2023-03-21 00:25:54,2023-03-21 03:07:54,0 days 02:42:00,Delayed,1155.16,Bombardier CRJ900,A9,3,242.0,64.0,Fog,8.0,Flight,SP4760,2023-03-21 00:25:54,2023-03-21 03:07:54,2023-03-21 00:25:54,2023-03-21 03:37:54,30.0,ORD_SFO
SW8456,Delta,MIA,SFO,2023-03-31 07:18:53,2023-03-31 12:01:53,0 days 04:43:00,Delayed,825.43,Bombardier CRJ900,D28,4,349.0,272.0,Snow,7.0,Flight,SW8456,2023-03-31 07:18:53,2023-03-31 12:01:53,2023-03-31 07:18:53,2023-03-31 12:31:53,30.0,MIA_SFO
SP9626,United,LAX,DEN,2023-01-09 22:56:02,2023-01-10 03:21:02,0 days 04:25:00,On Time,690.98,Boeing 777,D26,1,152.0,78.0,Thunderstorm,8.0,Flight,SP9626,2023-01-09 22:56:02,2023-01-10 03:21:02,2023-01-09 22:56:02,2023-01-10 03:21:02,0.0,LAX_DEN
AA1124,United,DEN,BOS,2023-11-06 01:42:33,2023-11-06 11:26:33,0 days 09:44:00,Delayed,1030.4,Airbus A380,B18,International,246.0,200.0,Clear,9.0,Flight,AA1124,2023-11-06 01:42:33,2023-11-06 11:26:33,2023-11-06 01:42:33,2023-11-06 11:56:33,30.0,DEN_BOS
JB5912,Delta,DEN,BOS,2023-09-01 13:34:43,2023-09-01 17:43:43,0 days 04:09:00,Delayed,1324.67,Boeing 777,D17,4,357.0,126.0,Clear,9.0,Flight,JB5912,2023-09-01 13:34:43,2023-09-01 17:43:43,2023-09-01 13:34:43,2023-09-01 18:13:43,30.0,DEN_BOS
SP7187,Spirit,MIA,ATL,2023-09-22 10:43:47,2023-09-22 13:46:47,0 days 03:03:00,Cancelled,908.52,Bombardier CRJ900,C18,International,248.0,247.0,,9.0,Flight,SP7187,2023-09-22 10:43:47,2023-09-22 13:46:47,2023-09-22 10:43:47,2023-09-22 13:46:47,0.0,MIA_ATL
SW9964,American Airlines,BOS,LAX,2023-11-25 13:22:50,2023-11-25 16:27:50,0 days 03:05:00,Delayed,401.71,Embraer 190,D17,International,188.0,158.0,Cloudy,6.0,Flight,SW9964,2023-11-25 13:22:50,2023-11-25 16:27:50,2023-11-25 13:22:50,2023-11-25 16:57:50,30.0,BOS_LAX
DL4923,JetBlue,DFW,MIA,2023-09-20 05:58:48,2023-09-20 08:05:48,0 days 02:07:00,Cancelled,910.49,Embraer 190,D28,4,387.0,69.0,Snow,,Flight,DL4923,2023-09-20 05:58:48,2023-09-20 08:05:48,2023-09-20 05:58:48,2023-09-20 08:05:48,0.0,DFW_MIA
SP4314,Alaska Airlines,DFW,ATL,2023-07-19 18:00:09,2023-07-19 19:39:09,0 days 01:39:00,Delayed,933.77,Airbus A320,C8,4,330.0,176.0,Rain,6.0,Flight,SP4314,2023-07-19 18:00:09,2023-07-19 19:39:09,2023-07-19 18:00:09,2023-07-19 20:09:09,30.0,DFW_ATL
SW7531,Southwest,ATL,SFO,2023-03-23 06:04:27,2023-03-23 08:32:27,0 days 02:28:00,Delayed,174.2,Embraer 190,A24,3,198.0,96.0,Cloudy,8.0,Flight,SW7531,2023-03-23 06:04:27,2023-03-23 08:32:27,2023-03-23 06:04:27,2023-03-23 09:02:27,30.0,ATL_SFO
UA4110,Delta,MIA,ATL,2023-04-11 17:18:23,2023-04-12 03:06:23,0 days 09:48:00,Cancelled,416.24,Airbus A320,D2,3,157.0,142.0,Cloudy,15.0,Flight,UA4110,2023-04-11 17:18:23,2023-04-12 03:06:23,2023-04-11 17:18:23,2023-04-12 03:06:23,0.0,MIA_ATL
JB4853,United,JFK,DEN,2023-12-13 02:44:45,2023-12-13 07:26:45,0 days 04:42:00,On Time,1162.72,Airbus A380,B26,International,396.0,342.0,Cloudy,6.0,Flight,JB4853,2023-12-13 02:44:45,2023-12-13 07:26:45,2023-12-13 02:44:45,2023-12-13 07:26:45,0.0,JFK_DEN
DL5240,Delta,JFK,MIA,2023-06-15 04:04:34,2023-06-15 11:44:34,0 days 07:40:00,Cancelled,300.45,Airbus A380,B29,1,385.0,214.0,Thunderstorm,10.0,Flight,DL5240,2023-06-15 04:04:34,2023-06-15 11:44:34,2023-06-15 04:04:34,2023-06-15 11:44:34,0.0,JFK_MIA
SW1450,Southwest,MIA,ORD,2023-09-13 08:46:56,2023-09-13 10:16:56,0 days 01:30:00,On Time,634.13,Bombardier CRJ900,C19,1,181.0,104.0,Snow,14.0,Flight,SW1450,2023-09-13 08:46:56,2023-09-13 10:16:56,2023-09-13 08:46:56,2023-09-13 10:16:56,0.0,MIA_ORD
AA8224,JetBlue,DEN,DFW,2023-08-11 06:44:30,2023-08-11 11:14:30,0 days 04:30:00,Delayed,691.37,Embraer 190,A10,4,375.0,67.0,Rain,9.0,Flight,AA8224,2023-08-11 06:44:30,2023-08-11 11:14:30,2023-08-11 06:44:30,2023-08-11 11:44:30,30.0,DEN_DFW
AS8605,United,SFO,SEA,2023-09-19 22:17:40,2023-09-20 03:47:40,0 days 05:30:00,Cancelled,1400.72,Boeing 777,C12,1,171.0,100.0,Clear,11.0,Flight,AS8605,2023-09-19 22:17:40,2023-09-20 03:47:40,2023-09-19 22:17:40,2023-09-20 03:47:40,0.0,SFO_SEA
AA1014,Spirit,ATL,ORD,2023-11-12 07:33:39,2023-11-12 11:53:39,0 days 04:20:00,On Time,945.27,Boeing 777,C23,3,314.0,233.0,Rain,15.0,Flight,AA1014,2023-11-12 07:33:39,2023-11-12 11:53:39,2023-11-12 07:33:39,2023-11-12 11:53:39,0.0,ATL_ORD
AS3278,Spirit,DFW,ATL,2023-11-17 08:30:35,2023-11-17 12:36:35,0 days 04:06:00,Delayed,184.05,Embraer 190,D4,4,141.0,136.0,Cloudy,13.0,Flight,AS3278,2023-11-17 08:30:35,2023-11-17 12:36:35,2023-11-17 08:30:35,2023-11-17 13:06:35,30.0,DFW_ATL
AS9408,Delta,SEA,DFW,2023-10-20 19:28:44,2023-10-21 01:19:44,0 days 05:51:00,Cancelled,261.88,Airbus A320,B29,3,271.0,253.0,Cloudy,5.0,Flight,AS9408,2023-10-20 19:28:44,2023-10-21 01:19:44,2023-10-20 19:28:44,2023-10-21 01:19:44,0.0,SEA_DFW
AA7652,Delta,ATL,BOS,2023-12-05 21:33:47,2023-12-06 00:47:47,0 days 03:14:00,Delayed,152.15,Boeing 737,D25,4,106.0,55.0,Fog,7.0,Flight,AA7652,2023-12-05 21:33:47,2023-12-06 00:47:47,2023-12-05 21:33:47,2023-12-06 01:17:47,30.0,ATL_BOS
AA9392,Southwest,ATL,SFO,2023-08-14 01:16:12,2023-08-14 09:48:12,,On Time,120.39,Airbus A380,C8,4,278.0,267.0,Thunderstorm,8.0,Flight,AA9392,2023-08-14 01:16:12,2023-08-14 09:48:12,2023-08-14 01:16:12,2023-08-14 09:48:12,0.0,ATL_SFO
AA2664,United,LAX,MIA,2023-10-03 15:43:39,2023-10-03 17:05:39,0 days 01:22:00,Delayed,292.65,Bombardier CRJ900,A30,2,201.0,102.0,Rain,8.0,Flight,AA2664,2023-10-03 15:43:39,2023-10-03 17:05:39,2023-10-03 15:43:39,2023-10-03 17:35:39,30.0,LAX_MIA
DL485,Alaska Airlines,MIA,JFK,2023-06-28 14:29:33,2023-06-28 15:57:33,0 days 01:28:00,On Time,909.0,Embraer 190,A23,3,220.0,106.0,Rain,5.0,Flight,DL485,2023-06-28 14:29:33,2023-06-28 15:57:33,2023-06-28 14:29:33,2023-06-28 15:57:33,0.0,MIA_JFK
UA6294,JetBlue,LAX,DEN,2023-12-15 12:50:42,2023-12-15 14:21:42,0 days 01:31:00,Delayed,1421.07,Airbus A320,D19,2,120.0,98.0,Clear,,Flight,UA6294,2023-12-15 12:50:42,2023-12-15 14:21:42,2023-12-15 12:50:42,2023-12-15 14:51:42,30.0,LAX_DEN
SP7452,Southwest,SEA,DEN,2023-12-30 11:11:30,2023-12-30 18:52:30,0 days 07:41:00,Delayed,304.17,Airbus A380,C4,2,159.0,73.0,Snow,9.0,Flight,SP7452,2023-12-30 11:11:30,2023-12-30 18:52:30,2023-12-30 11:11:30,2023-12-30 19:22:30,30.0,SEA_DEN
AS5778,Southwest,MIA,JFK,2023-09-20 20:17:07,2023-09-21 06:16:07,0 days 09:59:00,Cancelled,234.47,Boeing 737,A23,International,200.0,83.0,Thunderstorm,13.0,Flight,AS5778,2023-09-20 20:17:07,2023-09-21 06:16:07,2023-09-20 20:17:07,2023-09-21 06:16:07,0.0,MIA_JFK
SP5607,JetBlue,ATL,SFO,2023-06-29 01:17:30,2023-06-29 05:06:30,0 days 03:49:00,Cancelled,142.01,Bombardier CRJ900,A29,2,196.0,,Fog,14.0,Flight,SP5607,2023-06-29 01:17:30,2023-06-29 05:06:30,2023-06-29 01:17:30,2023-06-29 05:06:30,0.0,ATL_SFO
AA7139,Alaska Airlines,JFK,ORD,2023-06-22 06:07:13,2023-06-22 14:10:13,0 days 08:03:00,Cancelled,726.22,Boeing 737,A19,International,349.0,51.0,Fog,5.0,Flight,AA7139,2023-06-22 06:07:13,2023-06-22 14:10:13,2023-06-22 06:07:13,2023-06-22 14:10:13,0.0,JFK_ORD
UA9541,Delta,ORD,ATL,2023-12-27 17:00:27,2023-12-28 00:34:27,0 days 07:34:00,Delayed,103.9,Airbus A320,A11,4,145.0,71.0,Clear,5.0,Flight,UA9541,2023-12-27 17:00:27,2023-12-28 00:34:27,2023-12-27 17:00:27,2023-12-28 01:04:27,30.0,ORD_ATL
JB5390,Spirit,DEN,JFK,2023-07-19 06:05:38,2023-07-19 13:42:38,0 days 07:37:00,Delayed,594.74,Bombardier CRJ900,B5,2,220.0,147.0,Clear,7.0,Flight,JB5390,2023-07-19 06:05:38,2023-07-19 13:42:38,2023-07-19 06:05:38,2023-07-19 14:12:38,30.0,DEN_JFK
UA4985,Southwest,SFO,DFW,2023-10-17 02:20:19,2023-10-17 10:45:19,0 days 08:25:00,Delayed,295.05,Embraer 190,D27,International,299.0,283.0,Fog,10.0,Flight,UA4985,2023-10-17 02:20:19,2023-10-17 10:45:19,2023-10-17 02:20:19,2023-10-17 11:15:19,30.0,SFO_DFW
JB8415,Alaska Airlines,JFK,JFK,2023-07-14 18:10:49,2023-07-15 01:14:49,0 days 07:04:00,On Time,379.04,Boeing 737,B2,1,186.0,54.0,Snow,7.0,Flight,JB8415,2023-07-14 18:10:49,2023-07-15 01:14:49,2023-07-14 18:10:49,2023-07-15 01:14:49,0.0,JFK_JFK
SW5633,JetBlue,DFW,DEN,2023-07-30 06:58:16,2023-07-30 13:52:16,0 days 06:54:00,Delayed,706.23,Airbus A380,C17,,330.0,271.0,Fog,14.0,Flight,SW5633,2023-07-30 06:58:16,2023-07-30 13:52:16,2023-07-30 06:58:16,2023-07-30 14:22:16,30.0,DFW_DEN
SP4219,JetBlue,BOS,SFO,2023-04-28 13:59:28,2023-04-28 14:52:28,0 days 00:53:00,Delayed,681.37,Boeing 737,C22,2,105.0,54.0,Clear,9.0,Flight,SP4219,2023-04-28 13:59:28,2023-04-28 14:52:28,2023-04-28 13:59:28,2023-04-28 15:22:28,30.0,BOS_SFO
AS6610,Southwest,DFW,ORD,2023-06-26 13:35:09,2023-06-26 19:54:09,0 days 06:19:00,On Time,1098.95,Airbus A380,B27,4,184.0,86.0,Cloudy,8.0,Flight,AS6610,2023-06-26 13:35:09,2023-06-26 19:54:09,2023-06-26 13:35:09,2023-06-26 19:54:09,0.0,DFW_ORD
UA6067,Spirit,SEA,SFO,2023-04-11 01:11:13,2023-04-11 01:55:13,0 days 00:44:00,On Time,1231.81,Bombardier CRJ900,A2,2,164.0,114.0,Thunderstorm,13.0,Flight,UA6067,2023-04-11 01:11:13,2023-04-11 01:55:13,2023-04-11 01:11:13,2023-04-11 01:55:13,0.0,SEA_SFO
,Alaska Airlines,ORD,JFK,2023-07-26 22:33:15,2023-07-26 23:54:15,0 days 01:21:00,Cancelled,1489.6,Boeing 777,C3,1,349.0,348.0,Clear,8.0,Flight,,2023-07-26 22:33:15,2023-07-26 23:54:15,2023-07-26 22:33:15,2023-07-26 23:54:15,0.0,ORD_JFK
SW6880,Delta,DEN,DFW,2023-02-27 11:25:13,2023-02-27 13:26:13,0 days 02:01:00,Cancelled,483.11,Boeing 777,D20,International,343.0,156.0,Fog,9.0,Flight,SW6880,2023-02-27 11:25:13,2023-02-27 13:26:13,2023-02-27 11:25:13,2023-02-27 13:26:13,0.0,DEN_DFW
AA2161,Delta,LAX,DEN,2023-12-25 10:01:31,2023-12-25 14:03:31,0 days 04:02:00,Delayed,85.24,Embraer 190,B26,3,109.0,67.0,Snow,5.0,Flight,AA2161,2023-12-25 10:01:31,2023-12-25 14:03:31,2023-12-25 10:01:31,2023-12-25 14:33:31,30.0,LAX_DEN
SW6426,American Airlines,MIA,BOS,2023-08-21 02:38:22,2023-08-21 05:13:22,0 days 02:35:00,Delayed,514.0,Boeing 737,D29,International,324.0,64.0,Fog,6.0,Flight,SW6426,2023-08-21 02:38:22,2023-08-21 05:13:22,2023-08-21 02:38:22,2023-08-21 05:43:22,30.0,MIA_BOS
JB9702,United,BOS,SEA,2023-03-06 08:13:15,2023-03-06 17:01:15,0 days 08:48:00,Cancelled,1102.69,Boeing 737,D22,3,154.0,69.0,Thunderstorm,14.0,Flight,JB9702,2023-03-06 08:13:15,2023-03-06 17:01:15,2023-03-06 08:13:15,2023-03-06 17:01:15,0.0,BOS_SEA
SP1738,Spirit,JFK,SEA,2023-10-25 02:50:37,2023-10-25 05:31:37,0 days 02:41:00,Cancelled,779.48,Bombardier CRJ900,D16,International,178.0,101.0,Fog,12.0,Flight,SP1738,2023-10-25 02:50:37,2023-10-25 05:31:37,2023-10-25 02:50:37,2023-10-25 05:31:37,0.0,JFK_SEA
DL9680,Southwest,ATL,SFO,2023-09-29 02:58:25,2023-09-29 06:52:25,0 days 03:54:00,On Time,1109.96,Boeing 737,A28,2,187.0,108.0,Cloudy,8.0,Flight,DL9680,2023-09-29 02:58:25,2023-09-29 06:52:25,2023-09-29 02:58:25,2023-09-29 06:52:25,0.0,ATL_SFO
AA435,United,SEA,SFO,2023-12-02 10:38:00,2023-12-02 16:17:00,0 days 05:39:00,Delayed,313.66,Boeing 777,D21,International,348.0,138.0,Cloudy,15.0,Flight,AA435,2023-12-02 10:38:00,2023-12-02 16:17:00,2023-12-02 10:38:00,2023-12-02 16:47:00,30.0,SEA_SFO
SW913,Spirit,LAX,MIA,2023-12-08 22:13:34,2023-12-09 05:40:34,0 days 07:27:00,On Time,645.83,Bombardier CRJ900,B21,4,123.0,64.0,Snow,6.0,Flight,SW913,2023-12-08 22:13:34,2023-12-09 05:40:34,2023-12-08 22:13:34,2023-12-09 05:40:34,0.0,LAX_MIA
AS4030,American Airlines,SFO,JFK,2023-10-04 00:39:05,2023-10-04 01:10:05,0 days 00:31:00,Delayed,763.99,Embraer 190,A19,2,104.0,89.0,Clear,5.0,Flight,AS4030,2023-10-04 00:39:05,2023-10-04 01:10:05,2023-10-04 00:39:05,2023-10-04 01:40:05,30.0,SFO_JFK
AS4224,United,ORD,DEN,2023-02-09 13:34:30,2023-02-09 17:50:30,0 days 04:16:00,Delayed,1280.21,Boeing 777,A18,4,184.0,124.0,Snow,15.0,Flight,AS4224,2023-02-09 13:34:30,2023-02-09 17:50:30,2023-02-09 13:34:30,2023-02-09 18:20:30,30.0,ORD_DEN
